type,epsilon,perplexity,distance
b,6,9,12.1785333458665
w,6,9,318.371136504218
b,6,10,13.7915309389329
w,6,10,306.805053159881
b,6,11,10.2608487877048
w,6,11,238.12826926158
b,6,12,8.69808915578754
w,6,12,219.301092247105
b,6,13,6.08931941475287
w,6,13,158.138557223449
b,6,14,5.32723171339645
w,6,14,123.930646465724
b,6,15,5.81592509934987
w,6,15,137.049307152343
b,6,16,4.25603385366595
w,6,16,110.96766362991
b,6,17,4.30932272632478
w,6,17,109.478364240527
b,6,18,3.67950140190975
w,6,18,96.0542241029829
b,6,19,3.57926608748039
w,6,19,98.8393551605987
b,6,20,3.33197626024814
w,6,20,88.7822209970816
b,6,21,3.08297085617014
w,6,21,84.5421976929155
b,6,22,2.37125855450241
w,6,22,53.8789261815888
b,6,23,2.49657408715567
w,6,23,62.6228467156099
b,6,24,2.6024718313275
w,6,24,64.749988416957
b,6,25,2.66317042468791
w,6,25,58.3567381042363
b,6,26,2.32583365412634
w,6,26,56.2655259775453
b,6,27,2.16238698797865
w,6,27,48.77703140389
b,6,28,1.79781033311929
w,6,28,36.027739388411
b,6,29,1.389406680858
w,6,29,32.1318067828051
b,6,30,1.87973505891569
w,6,30,39.1152282410114
b,6,31,0.958099078915565
w,6,31,26.3470803211621
b,6,32,1.07703975479395
w,6,32,26.34395051439
b,6,33,1.1774188707313
w,6,33,29.8603033491932
b,6,34,1.08876345252186
w,6,34,27.5798952045534
b,6,35,1.05389335310842
w,6,35,23.9885434368693
b,6,36,1.16682234073631
w,6,36,20.3875409029206
b,6,37,0.999782301352047
w,6,37,20.1728119493674
b,6,38,0.974963593372348
w,6,38,20.211074171539
b,6,39,1.35555480130866
w,6,39,18.5136621954324
b,6,40,1.25075634072332
w,6,40,13.9842363251711
b,6,41,1.54610033158521
w,6,41,18.5508191908432
b,6,42,1.67755224895341
w,6,42,20.2737616409403
b,6,43,1.59586104898882
w,6,43,21.8447198587898
b,6,44,1.67755224895341
w,6,44,22.8576559716139
b,6,45,1.67755224895341
w,6,45,23.2449920376586
b,6,46,1.77727036963136
w,6,46,25.0540602998395
b,6,47,1.80348857822274
w,6,47,27.5001793500068
b,6,48,1.80348857822274
w,6,48,28.6786988766179
b,6,49,1.80348857822274
w,6,49,28.4289354073395
b,6,50,1.80348857822274
w,6,50,27.0759959833796
b,6,51,1.80348857822274
w,6,51,27.0759959833796
b,6,52,1.80348857822274
w,6,52,27.0759959833796
b,6,53,1.80348857822274
w,6,53,27.0759959833796
b,6,54,1.80348857822274
w,6,54,27.0759959833796
b,6,55,1.80348857822274
w,6,55,27.0759959833796
b,6,56,1.80348857822274
w,6,56,27.0759959833796
b,6,57,1.80348857822274
w,6,57,27.0759959833796
b,6,58,1.80348857822274
w,6,58,27.0759959833796
b,6,59,1.80348857822274
w,6,59,27.0759959833796
b,6,60,1.80348857822274
w,6,60,27.0759959833796
b,6,61,1.80348857822274
w,6,61,27.0759959833796
b,6,62,1.80348857822274
w,6,62,27.0759959833796
b,6,63,1.80348857822274
w,6,63,27.0759959833796
b,6,64,1.80348857822274
w,6,64,27.0759959833796
b,6,65,1.80348857822274
w,6,65,27.0759959833796
b,6,66,1.80348857822274
w,6,66,27.0759959833796
b,6,67,1.80348857822274
w,6,67,27.0759959833796
b,6,68,1.80348857822274
w,6,68,27.0759959833796
b,6,69,1.80348857822274
w,6,69,27.0759959833796
b,6,70,1.80348857822274
w,6,70,27.0759959833796
b,6,71,1.80348857822274
w,6,71,27.0759959833796
b,6,72,1.80348857822274
w,6,72,27.0759959833796
b,6,73,1.80348857822274
w,6,73,27.0759959833796
b,6,74,1.80348857822274
w,6,74,27.0759959833796
b,6,75,1.80348857822274
w,6,75,27.0759959833796
b,6,76,1.80348857822274
w,6,76,27.0759959833796
b,6,77,1.80348857822274
w,6,77,27.0759959833796
b,6,78,1.80348857822274
w,6,78,27.0759959833796
b,6,79,1.80348857822274
w,6,79,27.0759959833796
b,6,80,1.80348857822274
w,6,80,27.0759959833796
b,6,81,1.80348857822274
w,6,81,27.0759959833796
b,6,82,1.80348857822274
w,6,82,27.0759959833796
b,6,83,1.80348857822274
w,6,83,27.0759959833796
b,6,84,1.80348857822274
w,6,84,27.0759959833796
b,6,85,1.80348857822274
w,6,85,27.0759959833796
b,6,86,1.80348857822274
w,6,86,27.0759959833796
b,6,87,1.80348857822274
w,6,87,27.0759959833796
b,6,88,1.80348857822274
w,6,88,27.0759959833796
b,6,89,1.80348857822274
w,6,89,27.0759959833796
b,6,90,1.80348857822274
w,6,90,27.0759959833796
b,6,91,1.80348857822274
w,6,91,27.0759959833796
b,6,92,1.80348857822274
w,6,92,27.0759959833796
b,6,93,1.80348857822274
w,6,93,27.0759959833796
b,6,94,1.80348857822274
w,6,94,27.0759959833796
b,6,95,1.80348857822274
w,6,95,27.0759959833796
b,6,96,1.80348857822274
w,6,96,27.0759959833796
b,6,97,1.80348857822274
w,6,97,27.0759959833796
b,6,98,1.80348857822274
w,6,98,27.0759959833796
b,6,99,1.80348857822274
w,6,99,27.0759959833796
b,6,100,1.80348857822274
w,6,100,27.0759959833796
b,7,2,40.9009618459148
w,7,2,1104.00843184524
b,7,3,41.7306168978234
w,7,3,1167.22582923749
b,7,4,43.1978505390524
w,7,4,1149.01786553504
b,7,5,48.6845078268269
w,7,5,1191.21112411291
b,7,6,42.0731486479846
w,7,6,1048.34967286049
b,7,7,27.2563167955901
w,7,7,702.404885485323
b,7,8,28.9099213166658
w,7,8,616.409307778824
b,7,9,18.520083275565
w,7,9,506.207616480297
b,7,10,10.1999309690204
w,7,10,241.679760999521
b,7,11,9.44900808222696
w,7,11,254.079626196923
b,7,12,7.16248559355974
w,7,12,189.973190384199
b,7,13,5.9026880773158
w,7,13,155.313070499663
b,7,14,6.15397896181733
w,7,14,153.096014755216
b,7,15,5.4795365743717
w,7,15,133.479623867544
b,7,16,4.45155652126051
w,7,16,117.558462872804
b,7,17,4.2635098868881
w,7,17,107.281186921694
b,7,18,3.76997471731806
w,7,18,97.3990936617567
b,7,19,3.57511800551732
w,7,19,91.4931992333397
b,7,20,3.50444206512445
w,7,20,93.1989830370334
b,7,21,3.05637416041537
w,7,21,78.1745530587286
b,7,22,2.46402764986709
w,7,22,51.1453046013246
b,7,23,2.7882233468726
w,7,23,67.8690392930232
b,7,24,2.77785595269409
w,7,24,66.1127083660765
b,7,25,2.60251060094397
w,7,25,58.3443044230085
b,7,26,1.85960598009617
w,7,26,53.3257284960779
b,7,27,1.58637701496717
w,7,27,37.9907842213075
b,7,28,1.69513004536216
w,7,28,45.8348032286741
b,7,29,1.92596034973172
w,7,29,36.1111458715085
b,7,30,1.14483096126589
w,7,30,27.6721551532928
b,7,31,1.81999810332173
w,7,31,31.7784874061724
b,7,32,0.978527230040886
w,7,32,24.2060916418105
b,7,33,1.10850604002265
w,7,33,28.3699513633796
b,7,34,1.48127430533763
w,7,34,26.1460809309301
b,7,35,1.05462622075556
w,7,35,24.2254987444141
b,7,36,0.889678181340152
w,7,36,22.9646748638076
b,7,37,0.925572283091358
w,7,37,14.5387968071118
b,7,38,1.14799459620565
w,7,38,20.47867162087
b,7,39,1.67755224895341
w,7,39,19.2929783910298
b,7,40,1.28980049320708
w,7,40,16.3518864624238
b,7,41,1.31617146236452
w,7,41,12.4515928676954
b,7,42,1.65214797244918
w,7,42,17.2107555132599
b,7,43,1.65071859754666
w,7,43,19.9975955586755
b,7,44,1.67755224895341
w,7,44,20.5002395009436
b,7,45,1.67755224895341
w,7,45,23.0536966360879
b,7,46,1.77094243281316
w,7,46,25.7012442789847
b,7,47,1.80348857822274
w,7,47,27.2344654756848
b,7,48,1.80348857822274
w,7,48,29.6460773876173
b,7,49,1.80348857822274
w,7,49,28.3750693228837
b,7,50,1.80348857822274
w,7,50,27.0759959833798
b,7,51,1.80348857822274
w,7,51,27.07599598338
b,7,52,1.80348857822274
w,7,52,27.0759959833799
b,7,53,1.80348857822274
w,7,53,27.0759959833799
b,7,54,1.80348857822274
w,7,54,27.0759959833799
b,7,55,1.80348857822274
w,7,55,27.0759959833799
b,7,56,1.80348857822274
w,7,56,27.0759959833799
b,7,57,1.80348857822274
w,7,57,27.0759959833799
b,7,58,1.80348857822274
w,7,58,27.07599598338
b,7,59,1.80348857822274
w,7,59,27.0759959833799
b,7,60,1.80348857822274
w,7,60,27.0759959833798
b,7,61,1.80348857822274
w,7,61,27.0759959833799
b,7,62,1.80348857822274
w,7,62,27.0759959833799
b,7,63,1.80348857822274
w,7,63,27.0759959833799
b,7,64,1.80348857822274
w,7,64,27.0759959833799
b,7,65,1.80348857822274
w,7,65,27.0759959833799
b,7,66,1.80348857822274
w,7,66,27.0759959833799
b,7,67,1.80348857822274
w,7,67,27.0759959833799
b,7,68,1.80348857822274
w,7,68,27.0759959833799
b,7,69,1.80348857822274
w,7,69,27.0759959833799
b,7,70,1.80348857822274
w,7,70,27.0759959833799
b,7,71,1.80348857822274
w,7,71,27.07599598338
b,7,72,1.80348857822274
w,7,72,27.0759959833799
b,7,73,1.80348857822274
w,7,73,27.0759959833799
b,7,74,1.80348857822274
w,7,74,27.0759959833799
b,7,75,1.80348857822274
w,7,75,27.0759959833799
b,7,76,1.80348857822274
w,7,76,27.0759959833799
b,7,77,1.80348857822274
w,7,77,27.0759959833799
b,7,78,1.80348857822274
w,7,78,27.0759959833799
b,7,79,1.80348857822274
w,7,79,27.0759959833799
b,7,80,1.80348857822274
w,7,80,27.0759959833799
b,7,81,1.80348857822274
w,7,81,27.0759959833799
b,7,82,1.80348857822274
w,7,82,27.0759959833799
b,7,83,1.80348857822274
w,7,83,27.0759959833799
b,7,84,1.80348857822274
w,7,84,27.07599598338
b,7,85,1.80348857822274
w,7,85,27.0759959833798
b,7,86,1.80348857822274
w,7,86,27.0759959833799
b,7,87,1.80348857822274
w,7,87,27.0759959833799
b,7,88,1.80348857822274
w,7,88,27.0759959833799
b,7,89,1.80348857822274
w,7,89,27.0759959833798
b,7,90,1.80348857822274
w,7,90,27.0759959833799
b,7,91,1.80348857822274
w,7,91,27.0759959833799
b,7,92,1.80348857822274
w,7,92,27.0759959833799
b,7,93,1.80348857822274
w,7,93,27.0759959833799
b,7,94,1.80348857822274
w,7,94,27.0759959833799
b,7,95,1.80348857822274
w,7,95,27.0759959833799
b,7,96,1.80348857822274
w,7,96,27.07599598338
b,7,97,1.80348857822274
w,7,97,27.0759959833799
b,7,98,1.80348857822274
w,7,98,27.0759959833799
b,7,99,1.80348857822274
w,7,99,27.0759959833799
b,7,100,1.80348857822274
w,7,100,27.0759959833799
b,8,2,49.0689228524054
w,8,2,1388.53310498504
b,8,3,58.0490310435106
w,8,3,1344.23499887099
b,8,4,50.0168341148778
w,8,4,1233.97215699545
b,8,5,37.57504614186
w,8,5,933.290238317794
b,8,6,33.0203654611747
w,8,6,921.472977266258
b,8,7,17.4876290309171
w,8,7,496.228115412133
b,8,8,25.3644609555079
w,8,8,704.943549982548
b,8,9,15.3151801868898
w,8,9,315.596443383857
b,8,10,12.6768826879863
w,8,10,299.604815979795
b,8,11,10.0347381941966
w,8,11,235.935661757672
b,8,12,8.06658993680707
w,8,12,197.669995993163
b,8,13,6.56489489216174
w,8,13,172.085896114094
b,8,14,6.68125500794177
w,8,14,156.654240726077
b,8,15,5.63013782939119
w,8,15,140.590878738501
b,8,16,4.68776293919297
w,8,16,127.796250669471
b,8,17,3.88658035167404
w,8,17,85.2708075021006
b,8,18,3.07000509500888
w,8,18,88.6776212501254
b,8,19,3.42312483679732
w,8,19,94.1142042550265
b,8,20,3.34359723258525
w,8,20,88.7576251161095
b,8,21,3.47013872677477
w,8,21,80.9545611724834
b,8,22,2.71504963027836
w,8,22,75.1956690702946
b,8,23,2.81285141786516
w,8,23,72.4405947556783
b,8,24,2.93455845540203
w,8,24,63.4175044970301
b,8,25,1.80590729969593
w,8,25,45.8836446792302
b,8,26,2.37592044014896
w,8,26,55.980500840262
b,8,27,1.7215506674422
w,8,27,43.4843764934213
b,8,28,1.80877445831513
w,8,28,46.5642053735131
b,8,29,2.23184785998262
w,8,29,42.1895714416497
b,8,30,1.84689190694348
w,8,30,38.6554057740295
b,8,31,1.42121227799296
w,8,31,31.4925964069165
b,8,32,1.05797873245713
w,8,32,25.2934620601409
b,8,33,1.25371455927735
w,8,33,28.4212691130129
b,8,34,1.25114597757243
w,8,34,27.0802113924067
b,8,35,1.30327363801047
w,8,35,21.8734557428395
b,8,36,0.964513964867126
w,8,36,21.3548580545484
b,8,37,1.28321348381668
w,8,37,22.5741337313536
b,8,38,1.67345025051801
w,8,38,18.9687844205814
b,8,39,1.08625242135899
w,8,39,13.2543594504922
b,8,40,1.39657507924925
w,8,40,18.5904779649202
b,8,41,1.67755224895341
w,8,41,19.09474422979
b,8,42,1.67755224895341
w,8,42,17.2360486688539
b,8,43,1.58664451926098
w,8,43,21.3910260490062
b,8,44,1.67755224895341
w,8,44,22.2923292523225
b,8,45,1.67755224895341
w,8,45,23.0538879275371
b,8,46,1.80348857822274
w,8,46,25.7446544735068
b,8,47,1.80348857822274
w,8,47,27.3740979390632
b,8,48,1.80348857822274
w,8,48,28.6111426983614
b,8,49,1.80348857822274
w,8,49,28.4203254274615
b,8,50,1.80348857822274
w,8,50,27.0759959833796
b,8,51,1.80348857822274
w,8,51,27.0759959833796
b,8,52,1.80348857822274
w,8,52,27.0759959833796
b,8,53,1.80348857822274
w,8,53,27.0759959833796
b,8,54,1.80348857822274
w,8,54,27.0759959833796
b,8,55,1.80348857822274
w,8,55,27.0759959833796
b,8,56,1.80348857822274
w,8,56,27.0759959833796
b,8,57,1.80348857822274
w,8,57,27.0759959833796
b,8,58,1.80348857822274
w,8,58,27.0759959833796
b,8,59,1.80348857822274
w,8,59,27.0759959833796
b,8,60,1.80348857822274
w,8,60,27.0759959833796
b,8,61,1.80348857822274
w,8,61,27.0759959833796
b,8,62,1.80348857822274
w,8,62,27.0759959833796
b,8,63,1.80348857822274
w,8,63,27.0759959833796
b,8,64,1.80348857822274
w,8,64,27.0759959833796
b,8,65,1.80348857822274
w,8,65,27.0759959833796
b,8,66,1.80348857822274
w,8,66,27.0759959833796
b,8,67,1.80348857822274
w,8,67,27.0759959833796
b,8,68,1.80348857822274
w,8,68,27.0759959833796
b,8,69,1.80348857822274
w,8,69,27.0759959833796
b,8,70,1.80348857822274
w,8,70,27.0759959833796
b,8,71,1.80348857822274
w,8,71,27.0759959833796
b,8,72,1.80348857822274
w,8,72,27.0759959833796
b,8,73,1.80348857822274
w,8,73,27.0759959833796
b,8,74,1.80348857822274
w,8,74,27.0759959833796
b,8,75,1.80348857822274
w,8,75,27.0759959833796
b,8,76,1.80348857822274
w,8,76,27.0759959833796
b,8,77,1.80348857822274
w,8,77,27.0759959833796
b,8,78,1.80348857822274
w,8,78,27.0759959833796
b,8,79,1.80348857822274
w,8,79,27.0759959833796
b,8,80,1.80348857822274
w,8,80,27.0759959833796
b,8,81,1.80348857822274
w,8,81,27.0759959833796
b,8,82,1.80348857822274
w,8,82,27.0759959833796
b,8,83,1.80348857822274
w,8,83,27.0759959833796
b,8,84,1.80348857822274
w,8,84,27.0759959833796
b,8,85,1.80348857822274
w,8,85,27.0759959833796
b,8,86,1.80348857822274
w,8,86,27.0759959833796
b,8,87,1.80348857822274
w,8,87,27.0759959833796
b,8,88,1.80348857822274
w,8,88,27.0759959833796
b,8,89,1.80348857822274
w,8,89,27.0759959833796
b,8,90,1.80348857822274
w,8,90,27.0759959833796
b,8,91,1.80348857822274
w,8,91,27.0759959833796
b,8,92,1.80348857822274
w,8,92,27.0759959833796
b,8,93,1.80348857822274
w,8,93,27.0759959833796
b,8,94,1.80348857822274
w,8,94,27.0759959833796
b,8,95,1.80348857822274
w,8,95,27.0759959833796
b,8,96,1.80348857822274
w,8,96,27.0759959833796
b,8,97,1.80348857822274
w,8,97,27.0759959833796
b,8,98,1.80348857822274
w,8,98,27.0759959833796
b,8,99,1.80348857822274
w,8,99,27.0759959833796
b,8,100,1.80348857822274
w,8,100,27.0759959833796
b,9,2,52.6029670066037
w,9,2,1334.80986532074
b,9,3,45.207597234837
w,9,3,1259.6033000363
b,9,4,46.0742645461262
w,9,4,1245.57671623627
b,9,5,39.5673013381922
w,9,5,1092.30795971295
b,9,6,35.4645360307178
w,9,6,781.329669479307
b,9,7,28.9055549018479
w,9,7,802.153302042683
b,9,8,28.2869004745673
w,9,8,601.475065166988
b,9,9,12.6451826068709
w,9,9,343.889097228649
b,9,10,11.8369195571867
w,9,10,318.23612563081
b,9,11,10.7030083973677
w,9,11,272.622219697972
b,9,12,7.54978793099731
w,9,12,198.651166740389
b,9,13,5.55188362155446
w,9,13,147.068196862865
b,9,14,5.86643802472592
w,9,14,152.511033618156
b,9,15,4.16523304894923
w,9,15,92.1168771418777
b,9,16,5.53290885345726
w,9,16,136.231988771301
b,9,17,3.18818608730333
w,9,17,83.2659480503249
b,9,18,3.4448166712076
w,9,18,91.3243734761216
b,9,19,3.98179963109613
w,9,19,95.871910739872
b,9,20,3.34473947938974
w,9,20,92.0132106946008
b,9,21,3.69762830274416
w,9,21,84.1043209738509
b,9,22,2.84661547359069
w,9,22,74.9498175780059
b,9,23,2.94462450402398
w,9,23,71.6334997824923
b,9,24,2.04479860562715
w,9,24,43.7375090040023
b,9,25,2.87835427286621
w,9,25,60.2093093235084
b,9,26,2.23286495705823
w,9,26,55.1587750548182
b,9,27,2.02968571721024
w,9,27,50.8489494463964
b,9,28,1.99110660212431
w,9,28,44.7003761815068
b,9,29,1.49583205814129
w,9,29,32.0614874030194
b,9,30,1.71873699869048
w,9,30,38.6819800034773
b,9,31,1.48429296341226
w,9,31,34.0229687842717
b,9,32,1.34327903678699
w,9,32,34.6713596924757
b,9,33,1.13869237363466
w,9,33,27.2585519312825
b,9,34,1.17757481515611
w,9,34,25.5274502603452
b,9,35,1.018620447915
w,9,35,19.6878737293558
b,9,36,0.635788641630196
w,9,36,9.98769440553389
b,9,37,1.66465747708055
w,9,37,21.3043261840328
b,9,38,0.89581482853397
w,9,38,7.92116932228686
b,9,39,1.32755691125376
w,9,39,17.6406587006834
b,9,40,1.67755224895341
w,9,40,18.7089249742775
b,9,41,1.67755224895341
w,9,41,19.2147711026391
b,9,42,1.61246514486412
w,9,42,19.1271029743254
b,9,43,1.67755224895341
w,9,43,18.8117031780497
b,9,44,1.67755224895341
w,9,44,21.3476656554441
b,9,45,1.67755224895341
w,9,45,22.4454895494505
b,9,46,1.68717499171183
w,9,46,24.0752186341255
b,9,47,1.80348857822274
w,9,47,27.5643421619634
b,9,48,1.80348857822274
w,9,48,29.2748113371873
b,9,49,1.80348857822274
w,9,49,28.439328671414
b,9,50,1.80348857822274
w,9,50,27.0759959833797
b,9,51,1.80348857822274
w,9,51,27.0759959833797
b,9,52,1.80348857822274
w,9,52,27.0759959833797
b,9,53,1.80348857822274
w,9,53,27.0759959833797
b,9,54,1.80348857822274
w,9,54,27.0759959833797
b,9,55,1.80348857822274
w,9,55,27.0759959833797
b,9,56,1.80348857822274
w,9,56,27.0759959833797
b,9,57,1.80348857822274
w,9,57,27.0759959833797
b,9,58,1.80348857822274
w,9,58,27.0759959833797
b,9,59,1.80348857822274
w,9,59,27.0759959833797
b,9,60,1.80348857822274
w,9,60,27.0759959833797
b,9,61,1.80348857822274
w,9,61,27.0759959833797
b,9,62,1.80348857822274
w,9,62,27.0759959833797
b,9,63,1.80348857822274
w,9,63,27.0759959833797
b,9,64,1.80348857822274
w,9,64,27.0759959833796
b,9,65,1.80348857822274
w,9,65,27.0759959833797
b,9,66,1.80348857822274
w,9,66,27.0759959833796
b,9,67,1.80348857822274
w,9,67,27.0759959833797
b,9,68,1.80348857822274
w,9,68,27.0759959833797
b,9,69,1.80348857822274
w,9,69,27.0759959833797
b,9,70,1.80348857822274
w,9,70,27.0759959833797
b,9,71,1.80348857822274
w,9,71,27.0759959833797
b,9,72,1.80348857822274
w,9,72,27.0759959833797
b,9,73,1.80348857822274
w,9,73,27.0759959833797
b,9,74,1.80348857822274
w,9,74,27.0759959833797
b,9,75,1.80348857822274
w,9,75,27.0759959833797
b,9,76,1.80348857822274
w,9,76,27.0759959833796
b,9,77,1.80348857822274
w,9,77,27.0759959833797
b,9,78,1.80348857822274
w,9,78,27.0759959833797
b,9,79,1.80348857822274
w,9,79,27.0759959833797
b,9,80,1.80348857822274
w,9,80,27.0759959833797
b,9,81,1.80348857822274
w,9,81,27.0759959833797
b,9,82,1.80348857822274
w,9,82,27.0759959833797
b,9,83,1.80348857822274
w,9,83,27.0759959833797
b,9,84,1.80348857822274
w,9,84,27.0759959833797
b,9,85,1.80348857822274
w,9,85,27.0759959833797
b,9,86,1.80348857822274
w,9,86,27.0759959833797
b,9,87,1.80348857822274
w,9,87,27.0759959833797
b,9,88,1.80348857822274
w,9,88,27.0759959833797
b,9,89,1.80348857822274
w,9,89,27.0759959833797
b,9,90,1.80348857822274
w,9,90,27.0759959833797
b,9,91,1.80348857822274
w,9,91,27.0759959833797
b,9,92,1.80348857822274
w,9,92,27.0759959833797
b,9,93,1.80348857822274
w,9,93,27.0759959833796
b,9,94,1.80348857822274
w,9,94,27.0759959833797
b,9,95,1.80348857822274
w,9,95,27.0759959833797
b,9,96,1.80348857822274
w,9,96,27.0759959833797
b,9,97,1.80348857822274
w,9,97,27.0759959833797
b,9,98,1.80348857822274
w,9,98,27.0759959833797
b,9,99,1.80348857822274
w,9,99,27.0759959833797
b,9,100,1.80348857822274
w,9,100,27.0759959833797
b,10,2,57.6367583149368
w,10,2,1307.3690214621
b,10,3,49.922669646571
w,10,3,1204.54814615413
b,10,4,43.4083629318555
w,10,4,1046.31967011513
b,10,5,37.3717768489183
w,10,5,969.552612792732
b,10,6,28.462690256555
w,10,6,760.6440014846
b,10,7,37.7169477221433
w,10,7,837.92720877
b,10,8,17.2887298725699
w,10,8,372.01245305587
b,10,9,22.5229835267793
w,10,9,513.438911341607
b,10,10,10.9063828125154
w,10,10,286.662406175139
b,10,11,7.51077729296262
w,10,11,200.308477996735
b,10,12,7.94121390492529
w,10,12,232.237746480106
b,10,13,5.93486188293905
w,10,13,119.775622514596
b,10,14,4.85512501473239
w,10,14,131.428376304635
b,10,15,5.02041577384944
w,10,15,139.150003191433
b,10,16,4.80878267686686
w,10,16,121.129594044955
b,10,17,3.41873051851094
w,10,17,77.7879910910501
b,10,18,4.19627197839242
w,10,18,100.507931640239
b,10,19,3.69474425522288
w,10,19,93.4134515891802
b,10,20,2.99359160533437
w,10,20,90.9248975026371
b,10,21,3.58187840961474
w,10,21,77.5899512399559
b,10,22,2.75294505349593
w,10,22,76.6324153416674
b,10,23,2.55140854472422
w,10,23,65.6933972946417
b,10,24,2.87061710783911
w,10,24,64.3016093380761
b,10,25,2.53985209219231
w,10,25,58.0293055665721
b,10,26,2.11356727584432
w,10,26,56.4936132454857
b,10,27,1.83343154853019
w,10,27,49.7814680606262
b,10,28,1.81982673312223
w,10,28,47.4390500111995
b,10,29,1.6042992954958
w,10,29,42.2672799022157
b,10,30,2.06743400382797
w,10,30,37.272993957316
b,10,31,1.33489834751605
w,10,31,34.5984744913429
b,10,32,1.55853683862233
w,10,32,32.1902696368613
b,10,33,1.20875437738784
w,10,33,28.1601436011344
b,10,34,0.877968865883357
w,10,34,22.7703740119702
b,10,35,0.919861254270866
w,10,35,24.2923140889183
b,10,36,1.12829059844511
w,10,36,19.6359242328494
b,10,37,1.30735021332012
w,10,37,17.08653665167
b,10,38,1.11385591099282
w,10,38,19.6404726317447
b,10,39,1.47674478189219
w,10,39,15.918287754032
b,10,40,1.36950747766851
w,10,40,17.8297854066196
b,10,41,1.55552937528363
w,10,41,14.7693000434165
b,10,42,1.67755224895341
w,10,42,17.2907550093293
b,10,43,1.67755224895341
w,10,43,20.0016243974759
b,10,44,1.67755224895341
w,10,44,21.0526141035607
b,10,45,1.67755224895341
w,10,45,22.6249007479067
b,10,46,1.80348857822274
w,10,46,25.6735545577689
b,10,47,1.80348857822274
w,10,47,27.6998837368259
b,10,48,1.80348857822274
w,10,48,29.0118437479388
b,10,49,1.80348857822274
w,10,49,28.2905957436714
b,10,50,1.80348857822274
w,10,50,27.0759959833797
b,10,51,1.80348857822274
w,10,51,27.0759959833796
b,10,52,1.80348857822274
w,10,52,27.0759959833796
b,10,53,1.80348857822274
w,10,53,27.0759959833796
b,10,54,1.80348857822274
w,10,54,27.0759959833796
b,10,55,1.80348857822274
w,10,55,27.0759959833797
b,10,56,1.80348857822274
w,10,56,27.0759959833796
b,10,57,1.80348857822274
w,10,57,27.0759959833797
b,10,58,1.80348857822274
w,10,58,27.0759959833796
b,10,59,1.80348857822274
w,10,59,27.0759959833796
b,10,60,1.80348857822274
w,10,60,27.0759959833796
b,10,61,1.80348857822274
w,10,61,27.0759959833796
b,10,62,1.80348857822274
w,10,62,27.0759959833796
b,10,63,1.80348857822274
w,10,63,27.0759959833796
b,10,64,1.80348857822274
w,10,64,27.0759959833796
b,10,65,1.80348857822274
w,10,65,27.0759959833797
b,10,66,1.80348857822274
w,10,66,27.0759959833796
b,10,67,1.80348857822274
w,10,67,27.0759959833796
b,10,68,1.80348857822274
w,10,68,27.0759959833796
b,10,69,1.80348857822274
w,10,69,27.0759959833796
b,10,70,1.80348857822274
w,10,70,27.0759959833797
b,10,71,1.80348857822274
w,10,71,27.0759959833796
b,10,72,1.80348857822274
w,10,72,27.0759959833796
b,10,73,1.80348857822274
w,10,73,27.0759959833797
b,10,74,1.80348857822274
w,10,74,27.0759959833796
b,10,75,1.80348857822274
w,10,75,27.0759959833797
b,10,76,1.80348857822274
w,10,76,27.0759959833797
b,10,77,1.80348857822274
w,10,77,27.0759959833796
b,10,78,1.80348857822274
w,10,78,27.0759959833796
b,10,79,1.80348857822274
w,10,79,27.0759959833796
b,10,80,1.80348857822274
w,10,80,27.0759959833796
b,10,81,1.80348857822274
w,10,81,27.0759959833797
b,10,82,1.80348857822274
w,10,82,27.0759959833796
b,10,83,1.80348857822274
w,10,83,27.0759959833797
b,10,84,1.80348857822274
w,10,84,27.0759959833796
b,10,85,1.80348857822274
w,10,85,27.0759959833797
b,10,86,1.80348857822274
w,10,86,27.0759959833797
b,10,87,1.80348857822274
w,10,87,27.0759959833796
b,10,88,1.80348857822274
w,10,88,27.0759959833796
b,10,89,1.80348857822274
w,10,89,27.0759959833796
b,10,90,1.80348857822274
w,10,90,27.0759959833796
b,10,91,1.80348857822274
w,10,91,27.0759959833796
b,10,92,1.80348857822274
w,10,92,27.0759959833797
b,10,93,1.80348857822274
w,10,93,27.0759959833796
b,10,94,1.80348857822274
w,10,94,27.0759959833796
b,10,95,1.80348857822274
w,10,95,27.0759959833796
b,10,96,1.80348857822274
w,10,96,27.0759959833796
b,10,97,1.80348857822274
w,10,97,27.0759959833796
b,10,98,1.80348857822274
w,10,98,27.0759959833796
b,10,99,1.80348857822274
w,10,99,27.0759959833797
b,10,100,1.80348857822274
w,10,100,27.0759959833797
b,11,2,50.4039981330558
w,11,2,1350.01580187838
b,11,3,34.8933714080008
w,11,3,914.70026448887
b,11,4,41.9841982837194
w,11,4,1218.0656735406
b,11,5,49.2144020843397
w,11,5,1104.74394529465
b,11,6,32.121494373324
w,11,6,761.007183843417
b,11,7,19.5550639752774
w,11,7,440.456380081907
b,11,8,18.7764565154871
w,11,8,375.709589264643
b,11,9,21.1320783042517
w,11,9,566.2183615563
b,11,10,12.651812079016
w,11,10,301.867377521016
b,11,11,10.754226527701
w,11,11,255.249294271733
b,11,12,7.18394291037664
w,11,12,190.524384666876
b,11,13,5.5989804415699
w,11,13,114.229367573306
b,11,14,6.0390892083811
w,11,14,168.84244614238
b,11,15,3.86993324833915
w,11,15,102.530314403071
b,11,16,5.11143366237437
